,作者,字数,小说名称,最新章节,类别,年份,月份,日
3,幼土,49.07,圣锋,第192章：结束,「玄幻·东方玄幻」,2016,10,13
4,柳问佛,49.04,古武灭神,第225章灭神（大结局）,「武侠·武侠幻想」,2017,10,20
5,爱吃热干面,49,wifi修仙,第两百三十二章全剧终！（抱歉）,「仙侠·幻想修仙」,2017,5,16
6,二梁,48.98,遗忘的九九年,第二百二十三章再见（大结局）,「军事·战争幻想」,2017,8,21
7,没区别的咸鱼,48.95,守护萝莉之异世狼主,第二百二十三章不速之客,「二次元·原生幻想」,2017,12,30
8,燃烧的果汁,48.94,看史书称霸太古,第二百二十九章结局,「玄幻·东方玄幻」,2017,12,27
9,青钩,48.93,穿到上古当酋长,第六十三章大结局,「历史·架空历史」,2017,8,10
10,王袍,48.93,极品丹王都市归来,第229章飞升【大结局+完本感言】,「都市·异术超能」,2012,10,14
11,墨家仙,48.88,重生之文娱至高,第103章希望之城,「都市·都市生活」,2018,5,14
12,麒麟可可,48.84,乱世太平王,第二三七章全剧完结,「历史·两晋隋唐」,2017,7,24
13,高清天尊,48.84,无限之神笔马良,大结局,「科幻·时空穿梭」,2018,8,8
14,单吊白脸,48.8,传奇法师扬威异界,第十九章以后的事情,「玄幻·异世大陆」,2009,6,8
15,一荣孤怪,48.8,侦探十年,最后一章被禁了！,「灵异·悬疑侦探」,2018,8,29
16,孤冷千,48.77,恐惧亡咒,第二百零五章,「灵异·悬疑侦探」,2018,9,5
17,烽火天狼,48.74,超级解说,三十二、球场舞者,「体育·体育赛事」,2016,11,1
18,周天师,48.72,血火明末,第一百六十九章大结局（坑爹坑娘坑亲版）,「历史·两宋元明」,2011,12,27
19,龙城杀将,48.7,无极星元道,第二百三十七章杀戮鸿蒙（大结局）,「仙侠·幻想修仙」,2017,11,2
20,黑色的巨龙,48.62,黑子之最强球神,大结局（本书完结）,「二次元·衍生同人」,2018,4,12
21,谣初,48.61,高中时代的涟漪岁月,完本感言,「都市·青春校园」,2018,4,11
22,星点烽火,48.58,星途九万亿光年,第一百九十章仙、魔、神、圣（完结篇）,「玄幻·高武世界」,2018,6,11
23,红油米粉,48.56,逍遥命途,第二百四十三章大结局,「玄幻·异世大陆」,2014,3,9
24,人中白木,48.54,网游之轩辕刺客,第七十八章结局,「游戏·虚拟网游」,2009,7,29
25,墨染沧溟,48.53,火影之双星闪耀,第184章焦点,「二次元·衍生同人」,2018,3,14
26,西江晓月,48.52,大宋贼首,第一七六章尘埃落定,「短篇·短篇小说」,2011,1,5
27,炫阳城城主,48.52,末世之最强掌门,完本感言,「科幻·末世危机」,2018,1,8
28,柒分醉噫,48.51,一刀证天下,第两百零八章零界开启（大结局）,「玄幻·异世大陆」,2010,5,31
29,交收,48.49,达拉然,开新书了，求支持！,「游戏·游戏异界」,2017,7,18
30,鬼笔子,48.49,奋斗在西游,第二四六章原来这才是因果！（超长大结局）,「仙侠·幻想修仙」,2018,3,20
31,蜀山刀客,48.48,百变德鲁伊,第六卷第十九章三足金乌（大结局）,「玄幻·异世大陆」,2008,11,30
32,只是个小号啦,48.46,废宅当上了爱神,完结感言,「二次元·原生幻想」,2017,9,7
33,十三闲客,48.44,咸鱼总是被穿越,完本感言,「都市·都市生活」,2018,8,20
34,歪倒,48.44,重生之机甲狂想曲,最终章,「科幻·古武机甲」,2011,12,5
35,子非五,48.42,武林小谈,完本感言,「武侠·武侠幻想」,2017,10,17
36,悠悠世事非,48.42,厉害了我的童话,第二百一十六章,「玄幻·异世大陆」,2018,8,6
37,一慕千寒,48.42,无尽天庭,第一百二十四章天庭无尽，东皇千秋,「仙侠·现代修真」,2016,8,9
38,总裁李有钱,48.41,末日游戏之中世纪世界,第四十五章完结,「游戏·游戏异界」,2017,4,1
39,君千叶,48.4,神级讨逆系统,第二章这章不要钱,「历史·架空历史」,2017,9,5
40,我是曹宁,48.39,纨绔神王,大结局,「玄幻·东方玄幻」,2018,5,31
41,燕北侯,48.39,补天创冥录,第一百七十四章十年（终章）,「奇幻·剑与魔法」,2018,5,7
42,梦想奔小康,48.35,重生之草根神话,完本感言,「都市·都市生活」,2017,8,18
43,永远是妃,48.33,斗器战神,第177章终章,「玄幻·异世大陆」,2017,3,10
44,寄居蟹的窝,48.33,解怨录,第二百二十三章、安稳生活(尾声),「灵异·灵异鬼怪」,2018,1,2
45,宁尤,48.33,都市最强选项系统,最终章庄周梦蝶,「都市·异术超能」,2017,11,14
46,众生,48.32,网游之众生,《龙域》试阅览,「游戏·虚拟网游」,2006,10,10
47,竹爵,48.32,仙隐修士,第169章世界末日,「仙侠·幻想修仙」,2017,11,7
48,寂寞剑客,48.31,秦汉,第二十二章扩军,「历史·清史民国」,2006,12,23
49,七色桥,48.31,重生三国之烽火狼烟,第二百三十五章远征（完）,「历史·秦汉三国」,2017,9,5
0,蒙古小哒子,48.28,数据经纪人,第一八六章大结局！,「都市·娱乐明星」,2011,3,30
1,江水依白,48.28,二次元里的剑客,新书《次元奥法》,「二次元·衍生同人」,2017,7,10
2,鲁班尺1,48.26,尘翳,第一百九十一章灵界通道,「仙侠·修真文明」,2014,3,12
3,流香千古,48.24,海贼王之盗帅,真诚向大家道歉,「二次元·衍生同人」,2018,7,11
4,叱咤萝卜,48.22,奥特曼任意键,新书《末法长生路》,「都市·异术超能」,2016,2,12
5,沙埂,48.22,三国大领主,第七章山寨奇迹【大结局】,「游戏·游戏异界」,2013,8,11
6,joker陌,48.22,画风微妙的怪物猎人,219.大结局！完结撒花！！~~~,「游戏·游戏异界」,2015,8,28
7,你心飞翔,48.18,战舰时代OL,第二百章带路党,「科幻·星际文明」,2018,5,27
8,猫大胖,48.18,多铆蒸钢酒吧,完本感言,「奇幻·另类幻想」,2018,4,16
9,姐姐的新娘,48.15,不可思议的亚瑟王,新书上传：不可思议的末日。书号：3069569,「科幻·未来世界」,2016,6,22
10,光暗之心,48.14,庸人还真,第一百九十七章斩魔佛（完）,「都市·异术超能」,2018,7,17
11,嘉岐先生,48.13,网游之星神罗盘,第二百章新征程（大结局）,「游戏·虚拟网游」,2017,9,30
12,神光侠,48.08,重生之我的漫画,发新书了！！！！,「都市·都市生活」,2017,10,19
13,丶浊浪东流,48.07,神恩浩劫,165、大结局,「玄幻·高武世界」,2016,10,17
14,墨绿檀香,48.04,小兵派,断更通知,「科幻·时空穿梭」,2016,9,7
15,藏剑翁,48.04,义气水浒,第一百七十六章终章,「历史·架空历史」,2014,11,27
16,老鱼跳龙门,48.02,重生为金箍棒,第174章终章,「仙侠·神话修真」,2016,12,29
17,夜灵修罗,47.99,综漫之修罗临世,关于停更的决定,「二次元·衍生同人」,2018,8,20
18,天剑客,47.96,重生南明当皇帝,第217大结局,「历史·两宋元明」,2018,8,30
19,手写孤灯,47.95,我要开宝箱,第209章大结局,「玄幻·异世大陆」,2017,7,3
20,伏波侯,47.94,都市诡异秘谈,第二百三十七章大结局,「灵异·恐怖惊悚」,2018,9,5
21,漠高枯,47.94,瓦罗兰神级锻造师,结局及后记,「游戏·游戏异界」,2015,8,11
22,凌风飞扬,47.94,末世龙武者,新书《天道召唤系统》已发布！,「科幻·末世危机」,2017,7,24
23,我不是申公豹,47.93,再起封神之我是申公豹,第四卷 第一百六十二章不是结束的结束,「仙侠·神话修真」,2008,1,17
24,文渊居士,47.93,末世之天幕,217、【迟来的结尾】,「科幻·末世危机」,2018,1,31
25,风莲默者,47.93,随身带着战神系统,完本感言！,「玄幻·异世大陆」,2017,9,11
26,好大一只熊猫,47.93,赛尔斯航游记,第二百二十章新的传奇,「奇幻·史诗奇幻」,2018,5,28
27,步惊俗,47.92,汉第三帝国,后记,「历史·秦汉三国」,2018,7,30
28,原始酋长,47.89,我家水潭变渔场,新书--禁忌科学实验室,「都市·异术超能」,2017,1,31
29,秋远航,47.86,逛荡,外篇——————老头哥自己回忆他与孙丹的往事,「都市·青春校园」,2015,9,16
30,特别白,47.84,拳罡,拳罡完结，请大家全力支持《顺明》，收藏推荐,「都市·异术超能」,2008,11,5
31,长乐居士,47.84,都市之替身传说,一百四十九回终章（免费）,「都市·恩怨情仇」,2009,8,17
32,墨石163,47.81,绝品掮客,第一百七十八章新世界（末章）,「都市·商战职场」,2013,6,2
33,布老虎吃人,47.8,重生之快意纵横,第一百一十七章功成身退（大结局）,「都市·都市生活」,2010,4,30
34,小兵哥,47.79,传奇炊事兵,【感谢小段】【十号地界】新书,「军事·军旅生涯」,2017,2,8
35,异国短毛猫,47.75,天才门神,第一百六十五章巅峰对决（五）,「体育·足球运动」,2009,6,9
36,无敌镜大侠,47.74,英雄联盟之瓦洛兰见闻录,第三十章重生之神,「游戏·游戏异界」,2016,10,27
37,邪恶眼球,47.74,无限之拯救女神,新书《末日幻城在线》发布了,「科幻·时空穿梭」,2018,4,17
38,荒唐月光,47.74,商业制霸世界,第207章不要胆怯,「都市·商战职场」,2017,11,24
39,天下有雨,47.72,神仙入侵凡间,178监狱风云（已修改,「都市·异术超能」,2017,10,16
40,万分之一甜,47.72,火影狙击,完本感言,「二次元·衍生同人」,2017,8,8
41,须问天,47.69,最后的地球公民,不是结局的结局！非常抱歉！,「科幻·末世危机」,2012,12,18
42,西瓜凉茶,47.68,捉妖异闻录,谢谢大家,「灵异·灵异鬼怪」,2018,2,1
43,扫尘居,47.68,地球最后一位丹师,第192章离开（大结局）,「都市·都市生活」,2015,7,17
44,我为谪仙人,47.67,仙武世界大穿越,大结局！,「科幻·时空穿梭」,2018,2,12
45,九门偍督,47.67,狼人王座,第二百二十一章不朽魔神（全书完）,「奇幻·黑暗幻想」,2016,1,19
46,旺仔小弟弟,47.65,我的分身是只鲲,第二百二十二章地底世界（大结局）,「玄幻·高武世界」,2018,8,31
47,彭城xf,47.61,我的时光恋人希蕊,第234章故城希蕊,「军事·谍战特工」,2017,12,11
48,葆星,47.6,娱乐之王,解释，致歉！,「都市·都市生活」,2016,2,6
49,王巨鹿,47.56,神魔武侠,第一百八十章大结局（对不起各位！）,「玄幻·东方玄幻」,2016,11,7
0,萧无风,47.56,雷神王传,后记（交代故事的后续发展）,「玄幻·异世大陆」,2010,11,19
1,李圣人,47.53,通天教主异界纵横,大结局,「仙侠·神话修真」,2015,6,23
2,半仙算命,47.51,宋义,第一百五十八章赐官职郑屠再统兵,「历史·两宋元明」,2012,6,29
3,享邑,47.51,元末轶事,第三十回：是非恩怨 了于庐山（五）（尾声）,「武侠·传统武侠」,2016,4,18
4,哲学丧尸,47.49,死神之究极强化,新书已发,「二次元·衍生同人」,2018,1,23
5,笔上刀锋,47.48,黑暗进化,本书续集，更名《神探仙王》首发创世,「科幻·进化变异」,2016,3,1
6,云夷后主,47.47,肉粽客,第一百九十七话：最终结局,「灵异·寻墓探险」,2017,1,13
7,只因芦苇,47.47,不正经的魔法师之路,第一百九十六章空洞,「奇幻·剑与魔法」,2017,8,30
8,花开本无岸,47.46,颠覆异界黑科技,第二百二十八章终即是始,「奇幻·史诗奇幻」,2017,8,3
9,李誓铭,47.43,神洲大陆,第3章【探九狱】,「仙侠·神话修真」,2018,4,8
10,诸司马甲,47.43,秦嗣,第225章前路多艰（大结局）,「历史·秦汉三国」,2017,7,3
11,抑郁的小丑,47.43,黑巫师崛起,第二百二十五章上岛,「奇幻·剑与魔法」,2017,6,5
12,陈世宇,47.41,被异世界穿越的异世界,200大结局,「游戏·游戏异界」,2018,9,4
13,我不是陈冠锟,47.41,朕乃玉皇大帝,第二百二十八章封神（全书完）,「玄幻·东方玄幻」,2017,11,23
14,圆神焰魔,47.4,魔法面点师,完本感言,「二次元·变身入替」,2017,9,7
15,溪忘,47.4,龙脊梁,番八 六叔,「灵异·寻墓探险」,2017,8,11
16,青衫依旧在,47.39,破元灭明,第一百五十五章风云变幻（大结局）,「历史·两宋元明」,2009,8,17
17,憨夫子,47.39,血染的国宝,第五十二章虎口救人03,「短篇·短篇小说」,2009,12,4
18,御剑听风雨,47.39,我和舰娘有个约会,第229章终章,「游戏·游戏异界」,2017,12,5
19,芳草有约,47.38,猫妈日记,第一百五十一章飞越重洋,「短篇·短篇小说」,2017,12,5
20,柳不惠,47.36,水浒奥运队,第二百二十四章核灾,「体育·体育赛事」,2017,2,4
21,梦里年少,47.35,神圣大骷髅,第二百二十八章不算结局的结局！,「奇幻·另类幻想」,2018,2,27
22,冰冰的雪天,47.34,重生之证道混元,第136章万维空间（结局）,「玄幻·东方玄幻」,2018,1,18
23,晴了,47.31,签约封神,第一百七十三节最后的杀手锏（完）,「都市·异术超能」,2009,12,1
24,温玉老贼,47.31,五年修道三年穿越,大结局与新书求支援,「玄幻·东方玄幻」,2017,5,2
25,天堂羽,47.31,史前入侵,【第一百五十章重返世界】（完）,「科幻·进化变异」,2010,4,29
26,诚薇,47.3,影视梦魇系统,第二百二十三章大结局,「都市·异术超能」,2017,10,16
27,下水道的鱼,47.3,极古神道,第一百七十七章那份厌恶,「仙侠·幻想修仙」,2018,5,15
28,沉默似铁,47.26,反攻日,第213章我是谁（终篇）,「军事·抗战烽火」,2017,11,28
29,灯蚀,47.24,超级火种源,第227章统治这个世界,「科幻·超级科技」,2017,9,20
30,做梦飞的笨猪,47.2,大明海风,第二百零三章世间无此这般人（结局）,「历史·两宋元明」,2017,2,27
31,月夜清雪,47.2,三国小地主,205.封禅隐居（全本完！）,「游戏·游戏异界」,2017,9,1
32,姜小,47.17,结婚下酒菜,第二百二十三章曾经的夫妻,「现实·爱情婚姻」,2016,12,31
33,椅岭散人,47.15,烈女还魂复仇录,二百三十四章：圆满的结局,「短篇·短篇小说」,2013,12,20
34,修身,47.12,直播之我们要逆袭,完本感言【一些心里话】,「都市·都市生活」,2017,11,13
35,笙箫剑客,47.12,废土国度,完本感言,「科幻·末世危机」,2018,8,4
36,悲秋寒蜩,47.12,梦起武侠世界,终之章绝关有路，梦尽天明,「游戏·游戏异界」,2014,12,8
37,姓姓姓姓徐,47.12,穿越吧，作者大人,第一百四十章从精灵王国开始的起点（也是终点）,「奇幻·另类幻想」,2018,9,3
38,忆雨衣,47.12,超级娱乐论坛,第二百二十三章结束了（大结局）,「都市·娱乐明星」,2018,3,29
39,破晓荆棘,47.11,新黑王记,第五十一章故人绝,「奇幻·史诗奇幻」,2017,8,30
40,温酒煮花生,47.08,太初战神,第一百七十五章征服星空的男人,「科幻·未来世界」,2016,7,28
41,陌刀行,47.07,枪御苍穹,203一百遍啊一百遍,「都市·异术超能」,2017,9,15
42,未在,47.05,最后的考古学家,第七十七章人鱼尸体,「灵异·寻墓探险」,2017,2,15
43,石三,47.04,肉食者聂让,第十节,「奇幻·剑与魔法」,2006,9,9
44,牧倾,47.03,变身神级奶妈,第226章新伙伴，捡起昔日女神形象,「二次元·变身入替」,2018,1,23
45,月落红,47.03,盗宝风云,完结,「灵异·灵异鬼怪」,2017,6,2
46,梦狂风,47.02,地球试炼场,第一百七十五章新的世界（终章）,「科幻·末世危机」,2015,9,14
47,行易难,47.02,三年E班的暗杀者,《黄前优子的日常》真,「二次元·衍生同人」,2016,12,2
48,五欠,46.95,他从战场归来,完本,「游戏·游戏异界」,2018,7,26
49,书剑自飘零,46.92,重生之人工智能,新书《都市修仙指南》发布,「都市·都市生活」,2017,10,9
0,忐忑,46.91,虫族,第五十九章出差,「科幻·进化变异」,2007,8,5
1,夜烽,46.91,香江之无限,第223章柔情梦幻（完结）,「都市·娱乐明星」,2017,5,10
2,青花扇,46.91,煮秦,文记,「历史·上古先秦」,2018,7,23
